Start Date,,Biomass Sample,Ins - Media,,,,,,,,,,,,,,,,Ins - Substrate Gases,H? loading,,CO? loading,,,,,,,,,Outs - Passive Waste Effluent,,,,,,,,,Outs - Gas,CH?,H?,CO?,,,,,,,CH? production,CH? production,,,,,,,H?,,,,CO?,,,,,TSS/VSS,,,,,0.795857751,Operational Info (Loxone Sensor Readings),,,,,,,,,,
5/14/2024 12:42,Days of Operation,Biomass Sample ID,Media description,Media changes,Media Influent Flow Rate (mL/min) based on scales linear projection,"pH adjustment delivery rate (mL/min) - primarily 1 M HCl, sometimes 1 M NaOH",Approximate Cl- (mg/L),Approximate Na+,Approximate K+,Media Acetate (mol/L),Media Propionate (mol/L),Media Butyrate (mol/L),Media Total VFA (mg COD/L),Media Total COD (mg/L) Hach,Media Ammonia (mol/L),Media Dissolved Inorganic Carbon (mol C/L),Media Dissolved Organic Carbon (mol C/L),Approximate Total Influent C (mol/min) based on Media recipe,H2 delivery rate setpoint (mL/min),H2 loading rate (m3h2/m2),CO2 delivery rate setpoint (mL/min),CO2 loading rate (m3co2/m2),total gas loading rate (NL/m2),H2 delivery rate (mol/min),H2 delivery rate (e-eq/min),H2 delivery (g COD/min),CO2 delivery rate (mol/min),H2:CO2 ratio,Measured Total Influent C (mol/min),Approximate Total Influent C (mol/min) based on Media recipe + gas,Effluent waste flow rate (mL/min) - measured based on HRT after Day 38.1,Waste Effluent Acetate (mol/L),Waste Effluent Propionate (mol/L),Waste Effluent Butyrate (mol/L),Waste Effluent Total VFA (mg COD/L),Waste Effluent Total COD (mg/L) Hach,Waste Effluent Ammonia (mol/L),Waste Effluent Dissolved Inorganic Carbon (mol C/L),Waste Effluent Dissolved Organic Carbon (mol C/L),Gas Flow Out (mL/min at STP),Gas Composition (% CH4),Gas Composition (% H2),Gas Composition (% CO2),CH4 Production (mL/min),CH4 Production (mol/min),H2 breakthrough (mL/min),H2 breakthrough (mol/min),CO2 breakthrough (mL/min),CO2 breakthrough (mol/min),Specific CH4 production Rate (m3/m3d) .155,Specific CH4 production Rate (NL/m2d),Waste Effluent Dissolved Inorganic Carbon (mol/min) based on sensor,Effluent C as measured (mol/min),Effluent C as biomass (mol/min),Total Effluent C (mol/min) based on MT sensors,H2 Conversion to CH4 Efficiency (%) based on CH4,H2 Conversion to CH4 Efficiency (%) based on H2 (mL/min) (qh2 in -qh2out)/qh2in,H2 conversion to CH4 efficiency (30-day rolling average),Accounted H2 (%),Unaccounted H2 (%),C gas only Conversion Efficiency to CH4 (%),CO2 conversion to CH4 efficiency (30-day rolling average),C Conversion to CH4 Efficiency (%),Accounted C (%) based on MT sensors,Unaccounted C (%) based on MT sensors,Projected Cell Yield (g/min),R-TSS,W-TSS,R-VSS,W-VSS,SRT,HRT,pH,"CO2 (mg/L, aqueous dissolved CO2)",ORP (mV),Temp ©,[H],[CO2aq],pKa1,pKa2,[HCO3-],[CO3-2],TIC
,166.9,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.043,15451.315,323.000,221.000,,,,,,0,0.00E+00,,6.49E-07,1.200,11.909,0.300,2.977,14.886,5.36E-05,2.95E-04,1.37E-02,1.34E-05,4.00,1.34E-05,1.40E-05,0.102,,,,,,,4.01E-03,1.87E-02,0.282,0.956464333,0.013388333,0.030147,0.27010034,1.21E-05,0.00,1.69E-07,0.01,3.80E-07,2.22,2.68053,5.46E-07,1.91E-06,,1.30E-05,90.03%,99.68%,101.75%,90.35%,9.65%,90.03%,89.09%,85.87%,92%,8%,1.10E-03,,,,,4.775199751,2.798349941,7.015,41.032,-500.503,36.816,9.66E-08,9.32E-04,6.34,10.27,4.43E-03,2.44E-06,5.37E-03
,167,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.043,15451.315,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.300,2.977,15.382,5.58E-05,3.07E-04,1.43E-02,1.34E-05,4.17,1.34E-05,1.40E-05,0.102,,,,,,,,,0.621,0.888740667,0.097922333,0.013337333,0.551646419,2.46E-05,0.06,2.71E-06,0.01,3.70E-07,4.54,2.68053,4.56E-07,#VALUE!,7.22E-07,2.55E-05,176.53%,95.14%,102.03%,181.39%,-81.39%,183.88%,89.40%,175.38%,181%,-81%,1.14E-03,340,181,269,142,4.775199751,2.798349941,7.04,32.737,-497.612,36.684,9.12E-08,7.44E-04,6.34,10.27,3.74E-03,2.18E-06,4.49E-03
,167.1,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.300,2.977,15.382,5.58E-05,3.07E-04,1.43E-02,1.34E-05,4.17,1.34E-05,1.40E-05,0.061,,,,,,,,,0.621,0.888740667,0.097922333,0.013337333,0.551646419,2.46E-05,0.06,2.71E-06,0.01,3.70E-07,4.54,5.47464,1.51E-07,#VALUE!,,2.51E-05,176.53%,95.14%,102.31%,181.39%,-81.39%,183.88%,89.70%,175.38%,179%,-79%,1.14E-03,,,,,12.85910319,4.666435185,7.032,18.394,-493.872,36.684,9.29E-08,4.18E-04,6.34,10.27,2.06E-03,1.18E-06,2.48E-03
,167.2,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.300,2.977,15.382,5.58E-05,3.07E-04,1.43E-02,1.34E-05,4.17,1.34E-05,1.40E-05,0.061,,,,,,,,,0.621,0.888740667,0.097922333,0.013337333,0.551646419,2.46E-05,0.06,2.71E-06,0.01,3.70E-07,4.54,5.47464,5.49E-08,#VALUE!,,2.51E-05,176.53%,95.14%,102.59%,181.39%,-81.39%,183.88%,90.00%,175.38%,178%,-78%,1.14E-03,,,,,12.85910319,4.666435185,7.016,6.919,-501.447,35.897,9.64E-08,1.57E-04,6.34,10.28,7.41E-04,4.03E-07,8.99E-04
,167.3,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.300,2.977,15.382,5.58E-05,3.07E-04,1.43E-02,1.34E-05,4.17,1.34E-05,1.40E-05,0.061,,,,,,,,,0.621,0.888740667,0.097922333,0.013337333,0.551646419,2.46E-05,0.06,2.71E-06,0.01,3.70E-07,4.54,5.47464,5.10E-08,#VALUE!,,2.50E-05,176.53%,95.14%,102.86%,181.39%,-81.39%,183.88%,90.31%,175.38%,178%,-78%,1.14E-03,,,,,12.85910319,4.666435185,7.048,5.988,-512.847,36.947,8.95E-08,1.36E-04,6.34,10.27,6.99E-04,4.17E-07,8.35E-04
,167.4,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.300,2.977,15.382,5.58E-05,3.07E-04,1.43E-02,1.34E-05,4.17,1.34E-05,1.40E-05,0.061,,,,,,,,,0.621,0.888740667,0.097922333,0.013337333,0.551646419,2.46E-05,0.06,2.71E-06,0.01,3.70E-07,4.54,5.47464,4.98E-08,#VALUE!,,2.50E-05,176.53%,95.14%,103.14%,181.39%,-81.39%,183.88%,90.61%,175.38%,178%,-78%,1.14E-03,,,,,12.85910319,4.666435185,7.032,6.079,-519.436,36.094,9.29E-08,1.38E-04,6.34,10.28,6.77E-04,3.83E-07,8.16E-04
,167.5,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.300,2.977,15.382,5.58E-05,3.07E-04,1.43E-02,1.34E-05,4.17,1.34E-05,1.40E-05,0.061,,,,,,,,,0.621,0.888740667,0.097922333,0.013337333,0.551646419,2.46E-05,0.06,2.71E-06,0.01,3.70E-07,4.54,5.47464,5.03E-08,#VALUE!,,2.50E-05,176.53%,95.14%,103.42%,181.39%,-81.39%,183.88%,90.91%,175.38%,178%,-78%,1.14E-03,,,,,12.85910319,4.666435185,7.032,6.114,-519.436,36.553,9.29E-08,1.39E-04,6.34,10.28,6.85E-04,3.91E-07,8.24E-04
,167.6,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.300,2.977,15.382,5.58E-05,3.07E-04,1.43E-02,1.34E-05,4.17,1.34E-05,1.40E-05,0.061,,,,,,,,,0.621,0.888740667,0.097922333,0.013337333,0.551646419,2.46E-05,0.06,2.71E-06,0.01,3.70E-07,4.54,5.47464,5.12E-08,#VALUE!,,2.50E-05,176.53%,95.14%,103.70%,181.39%,-81.39%,183.88%,91.22%,175.38%,178%,-78%,1.14E-03,,,,,12.85910319,4.666435185,7.048,6.066,-519.436,36.028,8.95E-08,1.38E-04,6.34,10.28,7.01E-04,4.11E-07,8.39E-04
,167.7,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.300,2.977,15.382,5.58E-05,3.07E-04,1.43E-02,1.34E-05,4.17,1.34E-05,1.40E-05,0.061,,,,,,,,,0.621,0.888740667,0.097922333,0.013337333,0.551646419,2.46E-05,0.06,2.71E-06,0.01,3.70E-07,4.54,5.47464,4.79E-08,#VALUE!,,2.50E-05,176.53%,95.14%,103.98%,181.39%,-81.39%,183.88%,91.52%,175.38%,178%,-78%,1.14E-03,,,,,12.85910319,4.666435185,6.977,6.446,-519.436,36.881,1.05E-07,1.46E-04,6.34,10.27,6.38E-04,3.23E-07,7.85E-04
,167.8,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.300,2.977,15.382,5.58E-05,3.07E-04,1.43E-02,1.34E-05,4.17,1.34E-05,1.40E-05,0.061,,,,,,,,,0.621,0.888740667,0.097922333,0.013337333,0.551646419,2.46E-05,0.06,2.71E-06,0.01,3.70E-07,4.54,5.47464,4.86E-08,#VALUE!,,2.50E-05,176.53%,95.14%,104.26%,181.39%,-81.39%,183.88%,91.82%,175.38%,178%,-78%,1.14E-03,,,,,12.85910319,4.666435185,6.986,6.5,-519.436,35.7,1.03E-07,1.48E-04,6.34,10.28,6.49E-04,3.28E-07,7.97E-04
,167.9,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.300,2.977,15.382,5.58E-05,3.07E-04,1.43E-02,1.34E-05,4.17,1.34E-05,1.40E-05,0.061,,,,,,,,,0.621,0.888740667,0.097922333,0.013337333,0.551646419,2.46E-05,0.06,2.71E-06,0.01,3.70E-07,4.54,5.47464,5.22E-08,#VALUE!,,2.50E-05,176.53%,95.14%,104.54%,181.39%,-81.39%,183.88%,92.13%,175.38%,178%,-78%,1.14E-03,,,,,12.85910319,4.666435185,7.001,6.721,-519.436,36.816,9.98E-08,1.53E-04,6.34,10.27,7.03E-04,3.75E-07,8.56E-04
,168,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.300,2.977,15.382,5.58E-05,3.07E-04,1.43E-02,1.34E-05,4.17,1.34E-05,1.40E-05,0.061,,,,,,,,,0.621,0.888740667,0.097922333,0.013337333,0.551646419,2.46E-05,0.06,2.71E-06,0.01,3.70E-07,4.54,5.47464,5.18E-08,#VALUE!,,2.50E-05,176.53%,95.14%,104.82%,181.39%,-81.39%,183.88%,92.43%,175.38%,178%,-78%,1.14E-03,,,,,12.85910319,4.666435185,6.985,6.935,-519.436,35.831,1.04E-07,1.58E-04,6.34,10.28,6.91E-04,3.49E-07,8.49E-04
,168.1,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.525,0.626580667,0.371770333,0.001649333,0.328938926,1.47E-05,0.20,8.71E-06,0.00,3.87E-08,2.71,5.47464,5.23E-08,#VALUE!,,1.48E-05,105.26%,84.39%,104.86%,120.87%,-20.87%,97.61%,92.45%,93.57%,94%,6%,1.14E-03,,,,,12.85910319,4.666435185,6.986,6.966,-519.436,36.159,1.03E-07,1.58E-04,6.34,10.28,6.99E-04,3.56E-07,8.57E-04
,168.2,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.525,0.626580667,0.371770333,0.001649333,0.328938926,1.47E-05,0.20,8.71E-06,0.00,3.87E-08,2.71,3.26445,5.55E-08,#VALUE!,,1.48E-05,105.26%,84.39%,104.90%,120.87%,-20.87%,97.61%,92.46%,93.57%,94%,6%,1.14E-03,,,,,12.85910319,4.666435185,6.986,7.405,-519.436,36.028,1.03E-07,1.68E-04,6.34,10.28,7.42E-04,3.77E-07,9.10E-04
,168.3,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.525,0.626580667,0.371770333,0.001649333,0.328938926,1.47E-05,0.20,8.71E-06,0.00,3.87E-08,2.71,3.26445,5.80E-08,#VALUE!,,1.48E-05,105.26%,84.39%,104.94%,120.87%,-20.87%,97.61%,92.48%,93.57%,94%,6%,1.14E-03,,,,,12.85910319,4.666435185,7.003,7.463,-519.436,36.422,9.93E-08,1.70E-04,6.34,10.28,7.81E-04,4.16E-07,9.51E-04
,168.4,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.525,0.626580667,0.371770333,0.001649333,0.328938926,1.47E-05,0.20,8.71E-06,0.00,3.87E-08,2.71,3.26445,6.21E-08,#VALUE!,,1.48E-05,105.26%,84.39%,104.98%,120.87%,-20.87%,97.61%,92.50%,93.57%,94%,6%,1.14E-03,,,,,12.85910319,4.666435185,7.036,7.508,-519.436,36.422,9.20E-08,1.71E-04,6.34,10.28,8.47E-04,4.87E-07,1.02E-03
,168.5,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.525,0.626580667,0.371770333,0.001649333,0.328938926,1.47E-05,0.20,8.71E-06,0.00,3.87E-08,2.71,3.26445,5.86E-08,#VALUE!,,1.48E-05,105.26%,84.39%,105.03%,120.87%,-20.87%,97.61%,92.51%,93.57%,94%,6%,1.14E-03,,,,,12.85910319,4.666435185,7.013,7.405,-519.436,36.356,9.71E-08,1.68E-04,6.34,10.28,7.92E-04,4.31E-07,9.61E-04
,168.6,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.525,0.626580667,0.371770333,0.001649333,0.328938926,1.47E-05,0.20,8.71E-06,0.00,3.87E-08,2.71,3.26445,5.63E-08,#VALUE!,,1.48E-05,105.26%,84.39%,105.07%,120.87%,-20.87%,97.61%,92.53%,93.57%,94%,6%,1.14E-03,,,,,12.85910319,4.666435185,6.98,7.565,-519.436,36.422,1.05E-07,1.72E-04,6.34,10.28,7.50E-04,3.79E-07,9.23E-04
,168.7,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.525,0.626580667,0.371770333,0.001649333,0.328938926,1.47E-05,0.20,8.71E-06,0.00,3.87E-08,2.71,3.26445,5.71E-08,#VALUE!,,1.48E-05,105.26%,84.39%,105.11%,120.87%,-20.87%,97.61%,92.55%,93.57%,94%,6%,1.14E-03,,,,,12.85910319,4.666435185,6.997,7.476,-519.436,35.766,1.01E-07,1.70E-04,6.34,10.28,7.66E-04,3.97E-07,9.36E-04
,168.8,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.525,0.626580667,0.371770333,0.001649333,0.328938926,1.47E-05,0.20,8.71E-06,0.00,3.87E-08,2.71,3.26445,5.98E-08,#VALUE!,,1.48E-05,105.26%,84.39%,105.15%,120.87%,-20.87%,97.61%,92.56%,93.57%,94%,6%,1.14E-03,,,,,12.85910319,4.666435185,7.013,7.528,-519.436,36.816,9.71E-08,1.71E-04,6.34,10.27,8.09E-04,4.44E-07,9.81E-04
,168.9,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.525,0.626580667,0.371770333,0.001649333,0.328938926,1.47E-05,0.20,8.71E-06,0.00,3.87E-08,2.71,3.26445,6.20E-08,#VALUE!,,1.48E-05,105.26%,84.39%,105.19%,120.87%,-20.87%,97.61%,92.58%,93.57%,94%,6%,1.14E-03,,,,,12.85910319,4.666435185,7.038,7.481,-519.436,36.225,9.16E-08,1.70E-04,6.34,10.28,8.46E-04,4.87E-07,1.02E-03
,169,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.536,0.505425333,0.494574667,0,0.270958657,1.21E-05,0.27,1.18E-05,0.00,0.00E+00,2.23,3.26445,6.44E-08,#VALUE!,,1.22E-05,86.71%,78.79%,105.18%,107.92%,-7.92%,80.40%,92.54%,77.08%,77%,23%,1.14E-03,,,,,12.85910319,4.666435185,7.047,7.602,-519.436,36.619,8.97E-08,1.73E-04,6.34,10.27,8.82E-04,5.22E-07,1.06E-03
,169.1,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.536,0.505425333,0.494574667,0,0.270958657,1.21E-05,0.27,1.18E-05,0.00,0.00E+00,2.23,2.68905,6.20E-08,#VALUE!,,1.22E-05,86.71%,78.79%,105.18%,107.92%,-7.92%,80.40%,92.52%,77.08%,77%,23%,1.14E-03,,,,,12.85910319,4.666435185,7.022,7.73,-519.436,35.962,9.51E-08,1.76E-04,6.34,10.28,8.40E-04,4.64E-07,1.02E-03
,169.2,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.536,0.505425333,0.494574667,0,0.270958657,1.21E-05,0.27,1.18E-05,0.00,0.00E+00,2.23,2.68905,6.26E-08,#VALUE!,,1.22E-05,86.71%,78.79%,105.18%,107.92%,-7.92%,80.40%,92.50%,77.08%,77%,23%,1.14E-03,,,,,12.85910319,4.666435185,7.022,7.76,-519.436,36.553,9.51E-08,1.76E-04,6.34,10.28,8.49E-04,4.74E-07,1.03E-03
,169.3,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.536,0.505425333,0.494574667,0,0.270958657,1.21E-05,0.27,1.18E-05,0.00,0.00E+00,2.23,2.68905,6.61E-08,#VALUE!,,1.22E-05,86.71%,78.79%,105.18%,107.92%,-7.92%,80.40%,92.48%,77.08%,77%,23%,1.14E-03,,,,,12.85910319,4.666435185,7.047,7.815,-519.436,36.422,8.97E-08,1.78E-04,6.34,10.28,9.05E-04,5.33E-07,1.08E-03
,169.4,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.536,0.505425333,0.494574667,0,0.270958657,1.21E-05,0.27,1.18E-05,0.00,0.00E+00,2.23,2.68905,6.52E-08,#VALUE!,,1.22E-05,86.71%,78.79%,105.19%,107.92%,-7.92%,80.40%,92.47%,77.08%,77%,23%,1.14E-03,,,,,12.85910319,4.666435185,7.047,7.717,-519.436,36.422,8.97E-08,1.75E-04,6.34,10.28,8.93E-04,5.26E-07,1.07E-03
,169.5,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,1.48E-04,2.40E-05,2.08E+00,15.73349193,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,3.14E-04,3.14E-04,,47,,,,,0.536,0.505425333,0.494574667,0,0.270958657,1.21E-05,0.27,1.18E-05,0.00,0.00E+00,2.23,2.68905,6.27E-08,#VALUE!,,1.22E-05,86.71%,78.79%,105.19%,107.92%,-7.92%,80.40%,92.45%,77.08%,77%,23%,1.14E-03,,,,,12.85910319,4.666435185,7.023,7.753,-519.436,36.684,9.48E-08,1.76E-04,6.34,10.27,8.52E-04,4.77E-07,1.03E-03
,169.6,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.536,0.505425333,0.494574667,0,0.270958657,1.21E-05,0.27,1.18E-05,0.00,0.00E+00,2.23,2.68905,6.19E-08,#VALUE!,,1.22E-05,86.71%,78.79%,105.19%,107.92%,-7.92%,80.40%,92.43%,77.08%,77%,23%,1.14E-03,,,,,12.85910319,4.666435185,7.016,7.766,-519.436,36.553,9.64E-08,1.76E-04,6.34,10.28,8.38E-04,4.61E-07,1.02E-03
,169.7,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.536,0.505425333,0.494574667,0,0.270958657,1.21E-05,0.27,1.18E-05,0.00,0.00E+00,2.23,2.68905,6.47E-08,#VALUE!,,1.22E-05,86.71%,78.79%,105.19%,107.92%,-7.92%,80.40%,92.41%,77.08%,77%,23%,1.14E-03,,,,,12.85910319,4.666435185,7.032,7.899,-519.436,36.094,9.29E-08,1.79E-04,6.34,10.28,8.80E-04,4.98E-07,1.06E-03
,169.8,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.536,0.505425333,0.494574667,0,0.270958657,1.21E-05,0.27,1.18E-05,0.00,0.00E+00,2.23,2.68905,6.65E-08,#VALUE!,,1.22E-05,86.71%,78.79%,105.20%,107.92%,-7.92%,80.40%,92.39%,77.08%,77%,23%,1.14E-03,,,,,12.85910319,4.666435185,7.049,7.901,-519.436,35.569,8.93E-08,1.80E-04,6.34,10.28,9.10E-04,5.30E-07,1.09E-03
,169.9,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,,,,,0.536,0.505425333,0.494574667,0,0.270958657,1.21E-05,0.27,1.18E-05,0.00,0.00E+00,2.23,2.68905,6.17E-08,#VALUE!,,1.22E-05,86.71%,78.79%,105.20%,107.92%,-7.92%,80.40%,92.37%,77.08%,77%,23%,1.14E-03,,,,,12.85910319,4.666435185,7.018,7.772,-519.436,35.569,9.59E-08,1.77E-04,6.34,10.28,8.34E-04,4.52E-07,1.01E-03
,170,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.002,2100.859,323.000,221.000,,,,,636,0,,,6.49E-07,1.250,12.405,0.337,3.344,15.750,5.58E-05,3.07E-04,1.43E-02,1.50E-05,3.71,1.50E-05,1.57E-05,0.061,,,,,320,,,,0.536,0.505425333,0.494574667,0,0.270958657,1.21E-05,0.27,1.18E-05,0.00,0.00E+00,2.23,2.68905,7.49E-08,#VALUE!,,1.22E-05,86.71%,78.79%,105.20%,107.92%,-7.92%,80.40%,92.35%,77.08%,78%,22%,1.14E-03,,,,,12.85910319,4.666435185,7.033,9.235,-515.654,34.781,9.27E-08,2.10E-04,6.35,10.29,1.02E-03,5.63E-07,1.23E-03
